"sysname","release","machine","nodename","cores","r","geoarrowrs","sf","duckspatial","duckdb","run_at"
"Darwin","25.4.0","arm64","josiah-mpb.local",10,"4.6.1","0.0.0.9000","1.1.2","1.2.1","1.5.5","2026-09-11 14:20:21 PDT"
