"sysname","release","machine","nodename","cores","r","geoarrowrs","scale_factor","run_at"
"Darwin","25.4.0","arm64","josiah-mpb.local",10,"4.6.1","0.0.0.9000","sf1","2026-09-11 12:35:11 PDT"
